case	id	sex	deg	yrdeg	field	startyr	year	rank	admin	salary	salary_increment
11876	1044	M	PhD	83	Other	91	95	Assist	0	5143	198
11877	1045	M	PhD	70	Other	71	76	Assoc	0	1889	NA
11878	1045	M	PhD	70	Other	71	77	Assoc	0	2078	189
11879	1045	M	PhD	70	Other	71	78	Assoc	0	2182	104
11880	1045	M	PhD	70	Other	71	79	Assoc	0	2419	237
11881	1045	M	PhD	70	Other	71	80	Assoc	0	2603	184
11882	1045	M	PhD	70	Other	71	81	Assoc	0	2876	273
11883	1045	M	PhD	70	Other	71	82	Assoc	0	3045	169
11884	1045	M	PhD	70	Other	71	83	Assoc	0	3213	168
11885	1045	M	PhD	70	Other	71	84	Assoc	0	3479	266
11886	1045	M	PhD	70	Other	71	85	Full	0	3581	102
11887	1045	M	PhD	70	Other	71	86	Full	0	4134	553
11888	1045	M	PhD	70	Other	71	87	Full	0	4343	209
11889	1045	M	PhD	70	Other	71	88	Full	0	4469	126
11890	1045	M	PhD	70	Other	71	89	Full	0	4919	450
11891	1045	M	PhD	70	Other	71	90	Full	0	5149	230
11892	1045	M	PhD	70	Other	71	91	Full	0	5465	316
11893	1045	M	PhD	70	Other	71	92	Full	0	5705	240
11894	1045	M	PhD	70	Other	71	93	Full	0	5870	165
11895	1045	M	PhD	70	Other	71	94	Full	0	5870	0
11896	1045	M	PhD	70	Other	71	95	Full	0	6216	346
11897	1046	F	PhD	90	Other	91	91	Assist	0	3823	NA
11898	1046	F	PhD	90	Other	91	92	Assist	0	3934	111
11899	1046	F	PhD	90	Other	91	93	Assist	0	4106	172
11900	1046	F	PhD	90	Other	91	94	Assist	0	4106	0
11901	1046	F	PhD	90	Other	91	95	Assoc	0	4538	432
11902	1047	F	PhD	91	Other	93	93	Assist	0	3314	NA
11903	1047	F	PhD	91	Other	93	94	Assist	0	3314	0
11904	1047	F	PhD	91	Other	93	95	Assist	0	3611	297
11905	1048	M	PhD	79	Other	90	90	Assoc	0	6120	NA
11906	1048	M	PhD	79	Other	90	91	Assoc	0	6223	103
11907	1048	M	PhD	79	Other	90	92	Assoc	0	6404	181
11908	1048	M	PhD	79	Other	90	93	Assoc	0	6684	280
11909	1048	M	PhD	79	Other	90	94	Assoc	0	6684	0
11910	1048	M	PhD	79	Other	90	95	Full	0	7078	394
11911	1049	M	PhD	85	Other	84	84	Assist	0	2507	NA
11912	1049	M	PhD	85	Other	84	85	Assist	0	2507	0
11913	1049	M	PhD	85	Other	84	86	Assist	0	2583	76
11914	1049	M	PhD	85	Other	84	87	Assist	0	2712	129
11915	1049	M	PhD	85	Other	84	88	Assist	0	2791	79
11916	1049	M	PhD	85	Other	84	89	Assist	0	3117	326
11917	1049	M	PhD	85	Other	84	90	Assist	0	3263	146
11918	1049	M	PhD	85	Other	84	91	Assoc	0	3828	565
11919	1049	M	PhD	85	Other	84	92	Assoc	0	4053	225
11920	1049	M	PhD	85	Other	84	93	Assoc	0	4112	59
11921	1049	M	PhD	85	Other	84	94	Assoc	0	4112	0
11922	1049	M	PhD	85	Other	84	95	Assoc	0	4171	59
11923	1050	M	PhD	81	Other	90	90	Assist	0	2825	NA
11924	1050	M	PhD	81	Other	90	91	Assist	0	3042	217
11925	1050	M	PhD	81	Other	90	92	Assist	0	3175	133
11926	1050	M	PhD	81	Other	90	93	Assist	0	3267	92
11927	1050	M	PhD	81	Other	90	94	Assist	0	3267	0
11928	1050	M	PhD	81	Other	90	95	Assist	0	3508.889	241.889
11929	1051	F	PhD	88	Prof	93	93	Assist	0	5095	NA
11930	1051	F	PhD	88	Prof	93	94	Assist	0	5095	0
11931	1051	F	PhD	88	Prof	93	95	Assist	0	5631	536
11932	1053	F	PhD	81	Prof	95	95	Assist	0	5016	NA
11933	1054	F	PhD	66	Other	91	91	Assoc	0	3459	NA
11934	1054	F	PhD	66	Other	91	92	Assoc	0	3611	152
11935	1054	F	PhD	66	Other	91	93	Assoc	0	3715	104
11936	1054	F	PhD	66	Other	91	94	Assoc	0	3715	0
11937	1054	F	PhD	66	Other	91	95	Assoc	0	3880	165
11938	1055	M	PhD	94	Arts	94	94	Assist	0	3720	NA
11939	1055	M	PhD	94	Arts	94	95	Assist	0	3939	219
11940	1056	M	PhD	85	Prof	87	87	Assist	0	3171	NA
11941	1056	M	PhD	85	Prof	87	88	Assist	0	3263	92
11942	1056	M	PhD	85	Prof	87	89	Assist	0	3541	278
11943	1056	M	PhD	85	Prof	87	90	Assist	0	3706	165
11944	1056	M	PhD	85	Prof	87	91	Assist	0	3934	228
11945	1056	M	PhD	85	Prof	87	92	Assist	0	4106	172
11946	1056	M	PhD	85	Prof	87	93	Assoc	0	4411	305
11947	1056	M	PhD	85	Prof	87	94	Assoc	0	4411	0
11948	1056	M	PhD	85	Prof	87	95	Assoc	0	4604	193
11949	1057	M	PhD	87	Other	94	94	Assist	0	3180	NA
11950	1057	M	PhD	87	Other	94	95	Assist	0	3715	535
11951	1058	M	PhD	62	Other	62	76	Full	0	2056	NA
11952	1058	M	PhD	62	Other	62	77	Full	0	2174	118
11953	1058	M	PhD	62	Other	62	78	Full	0	2246	72
11954	1058	M	PhD	62	Other	62	79	Full	0	2490	244
11955	1058	M	PhD	62	Other	62	80	Full	0	2676	186
11956	1058	M	PhD	62	Other	62	81	Full	0	2876	200
11957	1058	M	PhD	62	Other	62	82	Full	0	2917	41
11958	1058	M	PhD	62	Other	62	83	Full	0	3167	250
11959	1058	M	PhD	62	Other	62	84	Full	0	3240	73
11960	1058	M	PhD	62	Other	62	85	Full	0	3240	0
11961	1058	M	PhD	62	Other	62	86	Full	0	3337	97
11962	1058	M	PhD	62	Other	62	87	Full	0	3505	168
11963	1058	M	PhD	62	Other	62	88	Full	0	3555	50
11964	1058	M	PhD	62	Other	62	89	Full	0	3913	358
11965	1058	M	PhD	62	Other	62	90	Full	0	3981	68
11966	1058	M	PhD	62	Other	62	91	Full	0	4165	184
11967	1058	M	PhD	62	Other	62	92	Full	0	4286	121
11968	1058	M	PhD	62	Other	62	93	Full	0	4286	0
11969	1058	M	PhD	62	Other	62	94	Full	0	4286	0
11970	1058	M	PhD	62	Other	62	95	Full	0	5347	1061
11971	1059	M	PhD	67	Prof	67	76	Full	1	3061	NA
11972	1059	M	PhD	67	Prof	67	77	Full	1	3340	279
11973	1059	M	PhD	67	Prof	67	78	Full	1	3576	236
11974	1059	M	PhD	67	Prof	67	79	Full	1	4060	484
11975	1059	M	PhD	67	Prof	67	80	Full	1	4440	380
11976	1059	M	PhD	67	Prof	67	81	Full	0	4956	516
11977	1059	M	PhD	67	Prof	67	82	Full	0	5174	218
11978	1059	M	PhD	67	Prof	67	83	Full	0	5537	363
11979	1059	M	PhD	67	Prof	67	84	Full	0	5997	460
11980	1059	M	PhD	67	Prof	67	85	Full	0	5997	0
11981	1059	M	PhD	67	Prof	67	86	Full	0	6634	637
11982	1059	M	PhD	67	Prof	67	87	Full	0	6967	333
11983	1059	M	PhD	67	Prof	67	88	Full	0	7067	100
11984	1059	M	PhD	67	Prof	67	89	Full	0	7562	495
11985	1059	M	PhD	67	Prof	67	90	Full	0	8262	700
11986	1059	M	PhD	67	Prof	67	91	Full	0	8646	384
11987	1059	M	PhD	67	Prof	67	92	Full	0	9025	379
11988	1059	M	PhD	67	Prof	67	93	Full	0	9286	261
11989	1059	M	PhD	67	Prof	67	94	Full	0	9286	0
11990	1059	M	PhD	67	Prof	67	95	Full	0	9556	270
11991	1060	F	PhD	63	Other	74	76	Assist	0	1575	NA
11992	1060	F	PhD	63	Other	74	77	Assist	0	1732	157
11993	1060	F	PhD	63	Other	74	78	Assist	0	1802	70
11994	1060	F	PhD	63	Other	74	79	Assist	0	1998	196
11995	1060	F	PhD	63	Other	74	81	Assist	0	2457.5	459.5
11996	1060	F	PhD	63	Other	74	82	Assist	0	2602	144.5
11997	1060	F	PhD	63	Other	74	83	Assoc	0	2948	346
11998	1060	F	PhD	63	Other	74	84	Assoc	0	3240	292
11999	1060	F	PhD	63	Other	74	85	Assoc	0	3240	0
12000	1060	F	PhD	63	Other	74	86	Assoc	0	3533	293
12001	1060	F	PhD	63	Other	74	87	Assoc	0	3711	178
12002	1060	F	PhD	63	Other	74	88	Assoc	0	3929	218
12003	1060	F	PhD	63	Other	74	89	Assoc	0	4325	396
12004	1060	F	PhD	63	Other	74	90	Assoc	0	4725	400
12005	1060	F	PhD	63	Other	74	91	Assoc	0	5162	437
12006	1060	F	PhD	63	Other	74	92	Assoc	0	5311	149
12007	1060	F	PhD	63	Other	74	93	Full	0	5624	313
12008	1060	F	PhD	63	Other	74	94	Full	0	5624	0
12009	1060	F	PhD	63	Other	74	95	Full	0	5870	246
12010	1061	M	PhD	69	Other	91	91	Full	0	4538	NA
12011	1061	M	PhD	69	Other	91	92	Full	0	4737	199
12012	1061	M	PhD	69	Other	91	93	Full	0	4875	138
12013	1061	M	PhD	69	Other	91	94	Full	0	4875	0
12014	1061	M	PhD	69	Other	91	95	Full	0	5088	213
12015	1062	M	PhD	67	Other	62	76	Assoc	0	1946	NA
12016	1062	M	PhD	67	Other	62	77	Assoc	0	2176	230
12017	1062	M	PhD	67	Other	62	78	Assoc	0	2296	120
12018	1062	M	PhD	67	Other	62	79	Assoc	0	2540	244
12019	1062	M	PhD	67	Other	62	80	Assoc	0	2732	192
12020	1062	M	PhD	67	Other	62	81	Full	0	3048	316
12021	1062	M	PhD	67	Other	62	82	Full	0	3228	180
12022	1062	M	PhD	67	Other	62	83	Full	0	3455	227
12023	1062	M	PhD	67	Other	62	84	Full	0	3688	233
12024	1062	M	PhD	67	Other	62	85	Full	0	3688	0
12025	1062	M	PhD	67	Other	62	86	Full	0	4199	511
12026	1062	M	PhD	67	Other	62	87	Full	0	4410	211
12027	1062	M	PhD	67	Other	62	88	Full	0	4473	63
12028	1062	M	PhD	67	Other	62	89	Full	0	4786	313
12029	1062	M	PhD	67	Other	62	90	Full	0	5010	224
12030	1062	M	PhD	67	Other	62	91	Full	1	5551	541
12031	1062	M	PhD	67	Other	62	92	Full	1	5712	161
12032	1062	M	PhD	67	Other	62	93	Full	1	5878	166
12033	1062	M	PhD	67	Other	62	94	Full	1	5878	0
12034	1062	M	PhD	67	Other	62	95	Full	0	6223	345
12035	1063	F	PhD	84	Other	85	85	Assist	0	2889	NA
12036	1063	F	PhD	84	Other	85	86	Assist	0	2976	87
12037	1063	F	PhD	84	Other	85	87	Assist	0	3126	150
12038	1063	F	PhD	84	Other	85	88	Assist	0	3217	91
12039	1063	F	PhD	84	Other	85	89	Assist	0	3441	224
12040	1063	F	PhD	84	Other	85	90	Assist	0	3653	212
12041	1063	F	PhD	84	Other	85	91	Assist	0	3878	225
12042	1063	F	PhD	84	Other	85	92	Assoc	0	4165	287
12043	1063	F	PhD	84	Other	85	93	Assoc	0	4348	183
12044	1063	F	PhD	84	Other	85	94	Assoc	0	4348	0
12045	1063	F	PhD	84	Other	85	95	Assoc	0	4538	190
12046	1064	M	PhD	79	Other	83	83	Assist	0	2414	NA
12047	1064	M	PhD	79	Other	83	84	Assist	0	2651	237
12048	1064	M	PhD	79	Other	83	85	Assoc	0	2729	78
12049	1064	M	PhD	79	Other	83	87	Assoc	0	3406	677
12050	1064	M	PhD	79	Other	83	88	Assoc	0	3555	149
12051	1064	M	PhD	79	Other	83	89	Assoc	0	3858	303
12052	1064	M	PhD	79	Other	83	90	Full	0	4155	297
12053	1064	M	PhD	79	Other	83	91	Full	0	4411	256
12054	1064	M	PhD	79	Other	83	92	Full	0	4538	127
12055	1064	M	PhD	79	Other	83	93	Full	0	4737	199
12056	1064	M	PhD	79	Other	83	94	Full	0	4737	0
12057	1064	M	PhD	79	Other	83	95	Full	0	5088	351
12058	1065	M	PhD	78	Prof	79	79	Assist	0	2039	NA
12059	1065	M	PhD	78	Prof	79	80	Assist	0	2205	166
12060	1065	M	PhD	78	Prof	79	81	Assist	0	2719	514
12061	1065	M	PhD	78	Prof	79	82	Assist	0	3048	329
12062	1065	M	PhD	78	Prof	79	83	Assist	0	3710	662
12063	1065	M	PhD	78	Prof	79	84	Assist	0	3962	252
12064	1065	M	PhD	78	Prof	79	85	Assoc	0	4077	115
12065	1065	M	PhD	78	Prof	79	86	Assoc	0	5056	979
12066	1065	M	PhD	78	Prof	79	87	Assoc	0	5310	254
12067	1065	M	PhD	78	Prof	79	88	Assoc	0	5464	154
12068	1065	M	PhD	78	Prof	79	89	Assoc	0	6103	639
12069	1065	M	PhD	78	Prof	79	90	Assoc	0	6861	758
12070	1065	M	PhD	78	Prof	79	91	Full	0	7494	633
12071	1065	M	PhD	78	Prof	79	92	Full	0	7823	329
12072	1065	M	PhD	78	Prof	79	93	Full	0	8049	226
12073	1065	M	PhD	78	Prof	79	94	Full	0	8049	0
12074	1065	M	PhD	78	Prof	79	95	Full	0	8283	234
12075	1066	F	PhD	85	Prof	85	85	Assist	0	3586	NA
12076	1066	F	PhD	85	Prof	85	86	Assist	0	3909	323
12077	1066	F	PhD	85	Prof	85	87	Assist	0	4105	196
12078	1066	F	PhD	85	Prof	85	89	Assist	0	4456	351
12079	1066	F	PhD	85	Prof	85	90	Assist	0	4800	344
12080	1066	F	PhD	85	Prof	85	91	Assist	0	5022	222
12081	1066	F	PhD	85	Prof	85	92	Assist	0	5318	296
12082	1066	F	PhD	85	Prof	85	93	Assoc	0	5631	313
12083	1066	F	PhD	85	Prof	85	94	Assoc	0	5631	0
12084	1066	F	PhD	85	Prof	85	95	Assoc	0	5962	331
12085	1067	F	PhD	79	Other	85	85	Assoc	0	3688	NA
12086	1067	F	PhD	79	Other	85	86	Assoc	0	3799	111
12087	1067	F	PhD	79	Other	85	87	Assoc	0	3990	191
12088	1067	F	PhD	79	Other	85	88	Assoc	0	4105	115
12089	1067	F	PhD	79	Other	85	89	Assoc	0	4456	351
12090	1067	F	PhD	79	Other	85	90	Full	0	5458	1002
12091	1067	F	PhD	79	Other	85	91	Full	0	5631	173
12092	1067	F	PhD	79	Other	85	92	Full	0	5794	163
12093	1067	F	PhD	79	Other	85	93	Full	0	5962	168
12094	1067	F	PhD	79	Other	85	94	Full	0	5962	0
12095	1067	F	PhD	79	Other	85	95	Full	0	6135	173
12096	1068	F	PhD	93	Other	95	95	Assist	0	3085	NA
12097	1070	F	PhD	93	Other	93	93	Assist	0	4292	NA
12098	1070	F	PhD	93	Other	93	94	Assist	0	4292	0
12099	1070	F	PhD	93	Other	93	95	Assist	0	4480	188
12100	1071	M	PhD	86	Other	91	91	Assoc	0	5168	NA
12101	1071	M	PhD	86	Other	91	92	Assoc	0	5168	0
12102	1071	M	PhD	86	Other	91	93	Assoc	0	5311	143
12103	1071	M	PhD	86	Other	91	94	Assoc	0	5311	0
12104	1071	M	PhD	86	Other	91	95	Assoc	0	6590	1279
12105	1072	M	PhD	80	Prof	80	80	Assist	0	2376	NA
12106	1072	M	PhD	80	Prof	80	81	Assist	0	2719	343
12107	1072	M	PhD	80	Prof	80	82	Assist	0	2920	201
12108	1072	M	PhD	80	Prof	80	83	Assist	0	3710	790
12109	1072	M	PhD	80	Prof	80	84	Assist	0	3962	252
12110	1072	M	PhD	80	Prof	80	85	Assoc	0	4077	115
12111	1072	M	PhD	80	Prof	80	86	Assoc	0	4775	698
12112	1072	M	PhD	80	Prof	80	87	Assoc	0	5015	240
12113	1072	M	PhD	80	Prof	80	88	Assoc	0	5387	372
12114	1072	M	PhD	80	Prof	80	89	Assoc	0	5763	376
12115	1072	M	PhD	80	Prof	80	90	Full	0	6960	1197
12116	1072	M	PhD	80	Prof	80	91	Full	0	7388	428
12117	1072	M	PhD	80	Prof	80	92	Full	0	7935	547
12118	1072	M	PhD	80	Prof	80	93	Full	0	8165	230
12119	1072	M	PhD	80	Prof	80	94	Full	0	8165	0
12120	1072	M	PhD	80	Prof	80	95	Full	0	8770	605
12121	1073	M	PhD	82	Other	86	86	Assist	0	3341	NA
12122	1073	M	PhD	82	Other	86	87	Assist	0	3559	218
12123	1073	M	PhD	82	Other	86	88	Assist	0	3559	0
12124	1073	M	PhD	82	Other	86	89	Assist	0	3808	249
12125	1073	M	PhD	82	Other	86	90	Assoc	0	4160	352
12126	1073	M	PhD	82	Other	86	91	Assoc	0	4416	256
12127	1073	M	PhD	82	Other	86	92	Assoc	0	4676	260
12128	1073	M	PhD	82	Other	86	93	Assoc	0	4812	136
12129	1073	M	PhD	82	Other	86	94	Full	0	4951	139
12130	1073	M	PhD	82	Other	86	95	Full	0	5318	367
12131	1074	M	PhD	93	Other	93	93	Assist	0	4875	NA
12132	1074	M	PhD	93	Other	93	94	Assist	0	4875	0
12133	1074	M	PhD	93	Other	93	95	Assist	0	5016	141
12134	1075	M	PhD	89	Prof	94	94	Assist	0	3024	NA
12135	1075	M	PhD	89	Prof	94	95	Assist	0	3459	435
12136	1076	M	PhD	68	Other	68	76	Assoc	0	2148	NA
12137	1076	M	PhD	68	Other	68	77	Assoc	0	2377.612	229.612
12138	1076	M	PhD	68	Other	68	78	Assoc	0	2533	155.388
12139	1076	M	PhD	68	Other	68	79	Assoc	0	2837	304
12140	1076	M	PhD	68	Other	68	80	Assoc	0	3042	205
12141	1076	M	PhD	68	Other	68	81	Assoc	0	3369	327
12142	1076	M	PhD	68	Other	68	82	Assoc	0	3369	0
12143	1076	M	PhD	68	Other	68	83	Assoc	0	3605	236
12144	1076	M	PhD	68	Other	68	84	Assoc	0	4018	413
12145	1076	M	PhD	68	Other	68	85	Assoc	0	4018	0
12146	1076	M	PhD	68	Other	68	86	Assoc	0	4383	365
12147	1076	M	PhD	68	Other	68	87	Assoc	0	4603	220
12148	1076	M	PhD	68	Other	68	88	Assoc	0	5015	412
12149	1076	M	PhD	68	Other	68	89	Assoc	0	5522	507
12150	1076	M	PhD	68	Other	68	90	Assoc	0	5698	176
12151	1076	M	PhD	68	Other	68	91	Assoc	0	6048	350
12152	1076	M	PhD	68	Other	68	92	Assoc	0	6135	87
12153	1076	M	PhD	68	Other	68	93	Assoc	1	8000	1865
12154	1076	M	PhD	68	Other	68	94	Assoc	1	8000	0
12155	1076	M	PhD	68	Other	68	95	Assoc	1	8382	382
12156	1078	M	PhD	66	Other	66	76	Assoc	0	2018	NA
12157	1078	M	PhD	66	Other	66	77	Assoc	0	2216	198
12158	1078	M	PhD	66	Other	66	78	Full	0	2337	121
12159	1078	M	PhD	66	Other	66	79	Full	0	2583	246
12160	1078	M	PhD	66	Other	66	80	Full	0	2824	241
12161	1078	M	PhD	66	Other	66	81	Full	0	3137	313
12162	1078	M	PhD	66	Other	66	82	Full	0	3137	0
12163	1078	M	PhD	66	Other	66	83	Full	0	3310	173
12164	1078	M	PhD	66	Other	66	84	Full	0	3586	276
12165	1078	M	PhD	66	Other	66	85	Full	0	3586	0
12166	1078	M	PhD	66	Other	66	86	Full	0	4259	673
12167	1078	M	PhD	66	Other	66	87	Full	0	4473	214
12168	1078	M	PhD	66	Other	66	88	Full	0	4603	130
12169	1078	M	PhD	66	Other	66	89	Full	0	4996	393
12170	1078	M	PhD	66	Other	66	90	Full	0	5305	309
12171	1078	M	PhD	66	Other	66	91	Full	0	5712	407
12172	1078	M	PhD	66	Other	66	92	Full	0	5878	166
12173	1078	M	PhD	66	Other	66	93	Full	0	5962	84
12174	1078	M	PhD	66	Other	66	94	Full	0	5962	0
12175	1078	M	PhD	66	Other	66	95	Full	0	6135	173
12176	1079	M	PhD	69	Arts	69	76	Assist	0	1743	NA
12177	1079	M	PhD	69	Arts	69	77	Assist	0	1942	199
12178	1079	M	PhD	69	Arts	69	78	Assoc	0	2058	116
12179	1079	M	PhD	69	Arts	69	79	Assoc	0	2285	227
12180	1079	M	PhD	69	Arts	69	80	Assoc	0	2464	179
12181	1079	M	PhD	69	Arts	69	81	Assoc	0	2719	255
12182	1079	M	PhD	69	Arts	69	82	Assoc	0	2719	0
12183	1079	M	PhD	69	Arts	69	83	Assoc	0	2869	150
12184	1079	M	PhD	69	Arts	69	84	Assoc	0	3004.478	135.478
12185	1079	M	PhD	69	Arts	69	85	Assoc	0	3020	15.5219999999999
12186	1079	M	PhD	69	Arts	69	86	Assoc	0	3110	90
12187	1079	M	PhD	69	Arts	69	87	Assoc	0	3266	156
12188	1079	M	PhD	69	Arts	69	88	Assoc	0	3458	192
12189	1079	M	PhD	69	Arts	69	89	Assoc	0	3700	242
12190	1079	M	PhD	69	Arts	69	90	Assoc	0	3873	173
12191	1079	M	PhD	69	Arts	69	91	Assoc	0	4171	298
12192	1079	M	PhD	69	Arts	69	92	Assoc	0	4292	121
12193	1079	M	PhD	69	Arts	69	93	Assoc	0	4416	124
12194	1079	M	PhD	69	Arts	69	94	Assoc	0	4416	0
12195	1079	M	PhD	69	Arts	69	95	Full	0	5318	902
12196	1080	M	PhD	70	Other	72	76	Assoc	0	2053	NA
12197	1080	M	PhD	70	Other	72	77	Full	0	2296	243
12198	1080	M	PhD	70	Other	72	78	Full	0	2544	248
12199	1080	M	PhD	70	Other	72	79	Full	0	2850	306
12200	1080	M	PhD	70	Other	72	80	Full	0	3058	208
12201	1080	M	PhD	70	Other	72	81	Full	1	3759	701
12202	1080	M	PhD	70	Other	72	82	Full	1	4000	241
12203	1080	M	PhD	70	Other	72	83	Full	1	4280	280
12204	1080	M	PhD	70	Other	72	84	Full	1	4636	356
12205	1080	M	PhD	70	Other	72	85	Full	1	4636	0
12206	1080	M	PhD	70	Other	72	86	Full	1	5431	795
12207	1080	M	PhD	70	Other	72	87	Full	1	6868	1437
12208	1080	M	PhD	70	Other	72	88	Full	0	6868	0
12209	1080	M	PhD	70	Other	72	89	Full	0	7455	587
12210	1080	M	PhD	70	Other	72	90	Full	0	7915	460
12211	1080	M	PhD	70	Other	72	91	Full	0	8165	250
12212	1080	M	PhD	70	Other	72	92	Full	1	9286	1121
12213	1080	M	PhD	70	Other	72	93	Full	0	9556	270
12214	1080	M	PhD	70	Other	72	94	Full	1	9556	0
12215	1080	M	PhD	70	Other	72	95	Full	1	10118	562
12216	1081	M	PhD	74	Other	77	77	Assist	0	1742	NA
12217	1081	M	PhD	74	Other	77	78	Assist	0	1864	122
12218	1081	M	PhD	74	Other	77	79	Assist	0	2207	343
12219	1081	M	PhD	74	Other	77	80	Assoc	0	2500	293
12220	1081	M	PhD	74	Other	77	81	Assoc	0	2917	417
12221	1081	M	PhD	74	Other	77	82	Assoc	0	3088	171
12222	1081	M	PhD	74	Other	77	83	Full	0	3401	313
12223	1081	M	PhD	74	Other	77	84	Full	0	4250	849
12224	1081	M	PhD	74	Other	77	85	Full	0	4250	0
12225	1081	M	PhD	74	Other	77	86	Full	0	4377	127
12226	1081	M	PhD	74	Other	77	87	Full	0	4598	221
12227	1081	M	PhD	74	Other	77	88	Full	0	4731	133
12228	1081	M	PhD	74	Other	77	89	Full	0	5208	477
12229	1081	M	PhD	74	Other	77	90	Full	0	5530	322
12230	1081	M	PhD	74	Other	77	91	Full	0	5870	340
12231	1081	M	PhD	74	Other	77	92	Full	0	6216	346
12232	1081	M	PhD	74	Other	77	93	Full	0	6396	180
12233	1081	M	PhD	74	Other	77	94	Full	0	6396	0
12234	1081	M	PhD	74	Other	77	95	Full	1	9600	3204
12235	1082	M	PhD	77	Prof	82	82	Assist	0	2353	NA
12236	1082	M	PhD	77	Prof	82	83	Assist	0	2555	202
12237	1082	M	PhD	77	Prof	82	84	Assist	0	2729	174
12238	1082	M	PhD	77	Prof	82	85	Assist	0	2730	1
12239	1082	M	PhD	77	Prof	82	86	Assist	0	2811	81
12240	1082	M	PhD	77	Prof	82	87	Assoc	0	3171	360
12241	1082	M	PhD	77	Prof	82	88	Assoc	0	3171	0
12242	1082	M	PhD	77	Prof	82	89	Assoc	0	3392	221
12243	1082	M	PhD	77	Prof	82	90	Assoc	0	4215	823
12244	1082	M	PhD	77	Prof	82	91	Assoc	0	4348	133
12245	1082	M	PhD	77	Prof	82	92	Assoc	0	4474	126
12246	1082	M	PhD	77	Prof	82	93	Assoc	0	4737	263
12247	1082	M	PhD	77	Prof	82	94	Assoc	0	5544	807
12248	1082	M	PhD	77	Prof	82	95	Assoc	0	5787	243
12249	1083	M	PhD	73	Other	75	76	Assist	0	1542	NA
12250	1083	M	PhD	73	Other	75	77	Assist	0	1742	200
12251	1083	M	PhD	73	Other	75	78	Assist	0	1829	87
12252	1083	M	PhD	73	Other	75	80	Assist	0	2282	453
12253	1083	M	PhD	73	Other	75	81	Assist	0	2528	246
12254	1083	M	PhD	73	Other	75	82	Assist	0	2677	149
12255	1083	M	PhD	73	Other	75	83	Assoc	0	3122	445
12256	1083	M	PhD	73	Other	75	84	Assoc	0	3240	118
12257	1083	M	PhD	73	Other	75	85	Assoc	0	3240	0
12258	1083	M	PhD	73	Other	75	86	Assoc	0	3533	293
12259	1083	M	PhD	73	Other	75	87	Assoc	0	3711	178
12260	1083	M	PhD	73	Other	75	88	Assoc	0	3818	107
12261	1083	M	PhD	73	Other	75	89	Assoc	0	4143	325
12262	1083	M	PhD	73	Other	75	90	Assoc	0	4400	257
12263	1083	M	PhD	73	Other	75	91	Assoc	0	4737	337
12264	1083	M	PhD	73	Other	75	92	Assoc	0	4875	138
12265	1083	M	PhD	73	Other	75	93	Assoc	0	5016	141
12266	1083	M	PhD	73	Other	75	94	Assoc	0	5016	0
12267	1083	M	PhD	73	Other	75	95	Assoc	0	5236	220
12268	1084	M	PhD	85	Other	94	94	Assoc	0	6305	NA
12269	1084	M	PhD	85	Other	94	95	Assoc	0	6581	276
12270	1085	M	PhD	88	Other	91	91	Assist	0	3715	NA
12271	1085	M	PhD	88	Other	91	92	Assist	0	3878	163
12272	1085	M	PhD	88	Other	91	93	Assist	0	3314	-564
12273	1085	M	PhD	88	Other	91	94	Assist	0	3314	0
12274	1085	M	PhD	88	Other	91	95	Assist	0	4048	734
12275	1086	F	PhD	78	Other	83	83	Assist	0	2482	NA
12276	1086	F	PhD	78	Other	83	84	Assist	0	2539	57
12277	1086	F	PhD	78	Other	83	85	Assist	0	2931	392
12278	1086	F	PhD	78	Other	83	86	Assist	0	3019	88
12279	1086	F	PhD	78	Other	83	87	Assist	0	3171	152
12280	1086	F	PhD	78	Other	83	88	Assoc	0	3357	186
12281	1086	F	PhD	78	Other	83	89	Assoc	0	3696	339
12282	1086	F	PhD	78	Other	83	90	Assoc	0	3981	285
12283	1086	F	PhD	78	Other	83	91	Assoc	0	4286	305
12284	1086	F	PhD	78	Other	83	92	Assoc	0	4411	125
12285	1086	F	PhD	78	Other	83	93	Assoc	0	4604	193
12286	1086	F	PhD	78	Other	83	94	Full	0	4737	133
12287	1086	F	PhD	78	Other	83	95	Full	0	4945	208
12288	1087	M	PhD	83	Prof	83	83	Assist	0	3228	NA
12289	1087	M	PhD	83	Prof	83	84	Assist	0	3434	206
12290	1087	M	PhD	83	Prof	83	85	Assist	0	3434	0
12291	1087	M	PhD	83	Prof	83	86	Assist	0	3745	311
12292	1087	M	PhD	83	Prof	83	87	Assist	0	3933	188
12293	1087	M	PhD	83	Prof	83	88	Assoc	0	4165	232
12294	1087	M	PhD	83	Prof	83	89	Assoc	0	4651	486
12295	1087	M	PhD	83	Prof	83	90	Assoc	0	5458	807
12296	1087	M	PhD	83	Prof	83	91	Assoc	0	5712	254
12297	1087	M	PhD	83	Prof	83	92	Assoc	0	5878	166
12298	1087	M	PhD	83	Prof	83	93	Assoc	0	6048	170
12299	1087	M	PhD	83	Prof	83	94	Assoc	0	6048	0
12300	1087	M	PhD	83	Prof	83	95	Full	0	6781	733
12301	1088	F	PhD	90	Arts	90	90	Assist	0	3126	NA
12302	1088	F	PhD	90	Arts	90	91	Assist	0	3225	99
12303	1088	F	PhD	90	Arts	90	92	Assist	0	3414	189
12304	1088	F	PhD	90	Arts	90	93	Assist	0	3513	99
